dataset	query_id	relevant_count	eos_any_miss_at_10	external_both_hit_at_10	external_both_hit_at_1	external_same_top1_doc	source_first_relevant_ranks	source_ndcg_at_10	source_recall_at_100	source_top1_doc_ids
nfcorpus	PLAIN-3211	18	True	False	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 27, ""qwen3"": 0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.05555555555555555, ""qwen3"": 0.0}"	"{""bm25"": ""MED-2098"", ""eos_compact_q4_fp16_o200"": ""MED-2039"", ""eos_dense"": ""MED-2039"", ""hybrid_minmax_blend_a050"": ""MED-2039"", ""mxbai"": ""MED-3806"", ""qwen3"": ""MED-4365""}"
nfcorpus	PLAIN-3221	24	True	True	False	True	"{""bm25"": 20, ""eos_compact_q4_fp16_o200"": 90, ""eos_dense"": 90, ""hybrid_minmax_blend_a050"": 25, ""mxbai"": 5, ""qwen3"": 9}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.06978419164318803, ""qwen3"": 0.05430265598415857}"	"{""bm25"": 0.125, ""eos_compact_q4_fp16_o200"": 0.041666666666666664, ""eos_dense"": 0.041666666666666664, ""hybrid_minmax_blend_a050"": 0.125, ""mxbai"": 0.16666666666666666, ""qwen3"": 0.16666666666666666}"	"{""bm25"": ""MED-2212"", ""eos_compact_q4_fp16_o200"": ""MED-1845"", ""eos_dense"": ""MED-1845"", ""hybrid_minmax_blend_a050"": ""MED-987"", ""mxbai"": ""MED-2212"", ""qwen3"": ""MED-2212""}"
nfcorpus	PLAIN-3231	8	True	True	False	False	"{""bm25"": 72, ""eos_compact_q4_fp16_o200"": 48, ""eos_dense"": 48, ""hybrid_minmax_blend_a050"": 73, ""mxbai"": 2, ""qwen3"": 10}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.2025161009336615, ""qwen3"": 0.05176296879456525}"	"{""bm25"": 0.25, ""eos_compact_q4_fp16_o200"": 0.125, ""eos_dense"": 0.125, ""hybrid_minmax_blend_a050"": 0.125, ""mxbai"": 0.75, ""qwen3"": 0.625}"	"{""bm25"": ""MED-3314"", ""eos_compact_q4_fp16_o200"": ""MED-1105"", ""eos_dense"": ""MED-1105"", ""hybrid_minmax_blend_a050"": ""MED-1105"", ""mxbai"": ""MED-1109"", ""qwen3"": ""MED-1104""}"
nfcorpus	PLAIN-3241	29	True	True	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 25, ""eos_dense"": 25, ""hybrid_minmax_blend_a050"": 42, ""mxbai"": 2, ""qwen3"": 1}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.3178209882300058, ""qwen3"": 0.425035080064741}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.13793103448275862, ""eos_dense"": 0.13793103448275862, ""hybrid_minmax_blend_a050"": 0.13793103448275862, ""mxbai"": 0.20689655172413793, ""qwen3"": 0.06896551724137931}"	"{""bm25"": ""MED-735"", ""eos_compact_q4_fp16_o200"": ""MED-4130"", ""eos_dense"": ""MED-4130"", ""hybrid_minmax_blend_a050"": ""MED-2821"", ""mxbai"": ""MED-735"", ""qwen3"": ""MED-4841""}"
nfcorpus	PLAIN-3251	21	True	True	False	False	"{""bm25"": 6, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 8, ""mxbai"": 5, ""qwen3"": 1}"	"{""bm25"": 0.06425604298318155, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.056906557239903996, ""mxbai"": 0.19829627760955112, ""qwen3"": 0.4509737963519493}"	"{""bm25"": 0.09523809523809523, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.09523809523809523, ""mxbai"": 0.14285714285714285, ""qwen3"": 0.14285714285714285}"	"{""bm25"": ""MED-5236"", ""eos_compact_q4_fp16_o200"": ""MED-1833"", ""eos_dense"": ""MED-1833"", ""hybrid_minmax_blend_a050"": ""MED-1833"", ""mxbai"": ""MED-5236"", ""qwen3"": ""MED-4861""}"
nfcorpus	PLAIN-3261	13	True	False	False	False	"{""bm25"": 3, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 8, ""mxbai"": 21, ""qwen3"": 6}"	"{""bm25"": 0.14982420171299157, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0945285466658181, ""mxbai"": 0.0, ""qwen3"": 0.10673691490577929}"	"{""bm25"": 0.15384615384615385, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.15384615384615385, ""mxbai"": 0.07692307692307693, ""qwen3"": 0.07692307692307693}"	"{""bm25"": ""MED-5158"", ""eos_compact_q4_fp16_o200"": ""MED-5158"", ""eos_dense"": ""MED-5158"", ""hybrid_minmax_blend_a050"": ""MED-5158"", ""mxbai"": ""MED-5158"", ""qwen3"": ""MED-5157""}"
nfcorpus	PLAIN-3271	49	False	False	False	False	"{""bm25"": 27, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 2, ""mxbai"": 9, ""qwen3"": 13}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.2200917662980802, ""eos_dense"": 0.2200917662980802, ""hybrid_minmax_blend_a050"": 0.13886244387355454, ""mxbai"": 0.06625422345438904, ""qwen3"": 0.0}"	"{""bm25"": 0.061224489795918366, ""eos_compact_q4_fp16_o200"": 0.20408163265306123, ""eos_dense"": 0.20408163265306123, ""hybrid_minmax_blend_a050"": 0.14285714285714285, ""mxbai"": 0.16326530612244897, ""qwen3"": 0.08163265306122448}"	"{""bm25"": ""MED-4450"", ""eos_compact_q4_fp16_o200"": ""MED-3790"", ""eos_dense"": ""MED-3790"", ""hybrid_minmax_blend_a050"": ""MED-3244"", ""mxbai"": ""MED-4450"", ""qwen3"": ""MED-4823""}"
nfcorpus	PLAIN-3281	26	False	True	False	False	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 3, ""eos_dense"": 3, ""hybrid_minmax_blend_a050"": 4, ""mxbai"": 1, ""qwen3"": 2}"	"{""bm25"": 0.3239134396887189, ""eos_compact_q4_fp16_o200"": 0.16195671984435944, ""eos_dense"": 0.16195671984435944, ""hybrid_minmax_blend_a050"": 0.26480874876342836, ""mxbai"": 0.3239134396887189, ""qwen3"": 0.20436662668128655}"	"{""bm25"": 0.11538461538461539, ""eos_compact_q4_fp16_o200"": 0.07692307692307693, ""eos_dense"": 0.07692307692307693, ""hybrid_minmax_blend_a050"": 0.11538461538461539, ""mxbai"": 0.19230769230769232, ""qwen3"": 0.15384615384615385}"	"{""bm25"": ""MED-4909"", ""eos_compact_q4_fp16_o200"": ""MED-1849"", ""eos_dense"": ""MED-1849"", ""hybrid_minmax_blend_a050"": ""MED-1849"", ""mxbai"": ""MED-4909"", ""qwen3"": ""MED-3087""}"
nfcorpus	PLAIN-3292	7	False	True	False	True	"{""bm25"": 2, ""eos_compact_q4_fp16_o200"": 2, ""eos_dense"": 2, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 2, ""qwen3"": 2}"	"{""bm25"": 0.4399863245525284, ""eos_compact_q4_fp16_o200"": 0.5782284602661941, ""eos_dense"": 0.5782284602661941, ""hybrid_minmax_blend_a050"": 0.6605586542511553, ""mxbai"": 0.5536643164573549, ""qwen3"": 0.49443133072480977}"	"{""bm25"": 0.7142857142857143, ""eos_compact_q4_fp16_o200"": 1.0, ""eos_dense"": 1.0, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 0.8571428571428571, ""qwen3"": 0.8571428571428571}"	"{""bm25"": ""MED-2291"", ""eos_compact_q4_fp16_o200"": ""MED-2758"", ""eos_dense"": ""MED-2758"", ""hybrid_minmax_blend_a050"": ""MED-2761"", ""mxbai"": ""MED-2757"", ""qwen3"": ""MED-2757""}"
nfcorpus	PLAIN-3302	37	True	False	False	False	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 11, ""eos_dense"": 11, ""hybrid_minmax_blend_a050"": 10, ""mxbai"": 6, ""qwen3"": 25}"	"{""bm25"": 0.2942026330205877, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0521442648465579, ""mxbai"": 0.06425604298318155, ""qwen3"": 0.0}"	"{""bm25"": 0.3783783783783784, ""eos_compact_q4_fp16_o200"": 0.7297297297297297, ""eos_dense"": 0.7297297297297297, ""hybrid_minmax_blend_a050"": 0.5405405405405406, ""mxbai"": 0.40540540540540543, ""qwen3"": 0.2702702702702703}"	"{""bm25"": ""MED-2907"", ""eos_compact_q4_fp16_o200"": ""MED-2751"", ""eos_dense"": ""MED-2751"", ""hybrid_minmax_blend_a050"": ""MED-2751"", ""mxbai"": ""MED-1572"", ""qwen3"": ""MED-4966""}"
nfcorpus	PLAIN-3312	13	True	True	False	True	"{""bm25"": 6, ""eos_compact_q4_fp16_o200"": 25, ""eos_dense"": 25, ""hybrid_minmax_blend_a050"": 24, ""mxbai"": 4, ""qwen3"": 2}"	"{""bm25"": 0.1171252546222487, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.1869990479502082, ""qwen3"": 0.33864764961084326}"	"{""bm25"": 0.5384615384615384, ""eos_compact_q4_fp16_o200"": 0.15384615384615385, ""eos_dense"": 0.15384615384615385, ""hybrid_minmax_blend_a050"": 0.5384615384615384, ""mxbai"": 0.7692307692307693, ""qwen3"": 0.9230769230769231}"	"{""bm25"": ""MED-4360"", ""eos_compact_q4_fp16_o200"": ""MED-3178"", ""eos_dense"": ""MED-3178"", ""hybrid_minmax_blend_a050"": ""MED-4328"", ""mxbai"": ""MED-4360"", ""qwen3"": ""MED-4360""}"
nfcorpus	PLAIN-3322	79	False	True	False	False	"{""bm25"": 4, ""eos_compact_q4_fp16_o200"": 3, ""eos_dense"": 3, ""hybrid_minmax_blend_a050"": 5, ""mxbai"": 2, ""qwen3"": 7}"	"{""bm25"": 0.09478836436955079, ""eos_compact_q4_fp16_o200"": 0.1100458831490401, ""eos_dense"": 0.1100458831490401, ""hybrid_minmax_blend_a050"": 0.08514311764162101, ""mxbai"": 0.2122263659729146, ""qwen3"": 0.07336392209936006}"	"{""bm25"": 0.0759493670886076, ""eos_compact_q4_fp16_o200"": 0.0759493670886076, ""eos_dense"": 0.0759493670886076, ""hybrid_minmax_blend_a050"": 0.10126582278481013, ""mxbai"": 0.1518987341772152, ""qwen3"": 0.12658227848101267}"	"{""bm25"": ""MED-2174"", ""eos_compact_q4_fp16_o200"": ""MED-3703"", ""eos_dense"": ""MED-3703"", ""hybrid_minmax_blend_a050"": ""MED-3703"", ""mxbai"": ""MED-5066"", ""qwen3"": ""MED-4861""}"
nfcorpus	PLAIN-3332	14	True	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 32, ""eos_dense"": 32, ""hybrid_minmax_blend_a050"": 2, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.28899483050909686, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.21810164417292377, ""mxbai"": 0.7472390964661008, ""qwen3"": 0.8243727738525665}"	"{""bm25"": 0.6428571428571429, ""eos_compact_q4_fp16_o200"": 0.21428571428571427, ""eos_dense"": 0.21428571428571427, ""hybrid_minmax_blend_a050"": 0.35714285714285715, ""mxbai"": 0.7857142857142857, ""qwen3"": 0.7142857142857143}"	"{""bm25"": ""MED-3696"", ""eos_compact_q4_fp16_o200"": ""MED-1643"", ""eos_dense"": ""MED-1643"", ""hybrid_minmax_blend_a050"": ""MED-1643"", ""mxbai"": ""MED-3768"", ""qwen3"": ""MED-3768""}"
nfcorpus	PLAIN-3342	3	True	True	True	False	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 23, ""eos_dense"": 23, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.7653606369886218, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.46927872602275655, ""mxbai"": 0.7653606369886218, ""qwen3"": 0.6713860725233042}"	"{""bm25"": 1.0, ""eos_compact_q4_fp16_o200"": 0.6666666666666666, ""eos_dense"": 0.6666666666666666, ""hybrid_minmax_blend_a050"": 1.0, ""mxbai"": 1.0, ""qwen3"": 0.6666666666666666}"	"{""bm25"": ""MED-5012"", ""eos_compact_q4_fp16_o200"": ""MED-4398"", ""eos_dense"": ""MED-4398"", ""hybrid_minmax_blend_a050"": ""MED-5012"", ""mxbai"": ""MED-5014"", ""qwen3"": ""MED-5012""}"
nfcorpus	PLAIN-3352	39	True	True	True	True	"{""bm25"": 23, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 48, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.3239134396887189, ""qwen3"": 0.37500509635904056}"	"{""bm25"": 0.20512820512820512, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.10256410256410256, ""mxbai"": 0.15384615384615385, ""qwen3"": 0.10256410256410256}"	"{""bm25"": ""MED-3504"", ""eos_compact_q4_fp16_o200"": ""MED-4247"", ""eos_dense"": ""MED-4247"", ""hybrid_minmax_blend_a050"": ""MED-4247"", ""mxbai"": ""MED-5026"", ""qwen3"": ""MED-5026""}"
nfcorpus	PLAIN-3362	11	True	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 2, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.5282800663700055, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.36699206210407165, ""mxbai"": 0.4858701595330784, ""qwen3"": 0.3239134396887189}"	"{""bm25"": 0.2727272727272727, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.2727272727272727, ""mxbai"": 0.2727272727272727, ""qwen3"": 0.2727272727272727}"	"{""bm25"": ""MED-2227"", ""eos_compact_q4_fp16_o200"": ""MED-3461"", ""eos_dense"": ""MED-3461"", ""hybrid_minmax_blend_a050"": ""MED-3461"", ""mxbai"": ""MED-5042"", ""qwen3"": ""MED-5042""}"
nfcorpus	PLAIN-3372	14	True	True	True	True	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 61, ""eos_dense"": 61, ""hybrid_minmax_blend_a050"": 69, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.3607790370815594, ""qwen3"": 0.3607790370815594}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.07142857142857142, ""eos_dense"": 0.07142857142857142, ""hybrid_minmax_blend_a050"": 0.07142857142857142, ""mxbai"": 0.35714285714285715, ""qwen3"": 0.14285714285714285}"	"{""bm25"": ""MED-4868"", ""eos_compact_q4_fp16_o200"": ""MED-4868"", ""eos_dense"": ""MED-4868"", ""hybrid_minmax_blend_a050"": ""MED-4868"", ""mxbai"": ""MED-5056"", ""qwen3"": ""MED-5056""}"
nfcorpus	PLAIN-3382	14	False	True	True	False	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.2618022071871812, ""eos_compact_q4_fp16_o200"": 0.321830180794004, ""eos_dense"": 0.321830180794004, ""hybrid_minmax_blend_a050"": 0.3962100497775041, ""mxbai"": 0.599529285281638, ""qwen3"": 0.6252123542074906}"	"{""bm25"": 0.2857142857142857, ""eos_compact_q4_fp16_o200"": 0.8571428571428571, ""eos_dense"": 0.8571428571428571, ""hybrid_minmax_blend_a050"": 0.8571428571428571, ""mxbai"": 0.7142857142857143, ""qwen3"": 0.7142857142857143}"	"{""bm25"": ""MED-3382"", ""eos_compact_q4_fp16_o200"": ""MED-3382"", ""eos_dense"": ""MED-3382"", ""hybrid_minmax_blend_a050"": ""MED-3382"", ""mxbai"": ""MED-3381"", ""qwen3"": ""MED-2618""}"
nfcorpus	PLAIN-3392	23	True	False	False	True	"{""bm25"": 20, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 33, ""mxbai"": 44, ""qwen3"": 9}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.06625422345438904}"	"{""bm25"": 0.08695652173913043, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.08695652173913043, ""mxbai"": 0.21739130434782608, ""qwen3"": 0.30434782608695654}"	"{""bm25"": ""MED-1743"", ""eos_compact_q4_fp16_o200"": ""MED-2664"", ""eos_dense"": ""MED-2664"", ""hybrid_minmax_blend_a050"": ""MED-2664"", ""mxbai"": ""MED-1646"", ""qwen3"": ""MED-1646""}"
nfcorpus	PLAIN-3402	14	True	False	False	True	"{""bm25"": 47, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 81, ""mxbai"": 12, ""qwen3"": 11}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.0}"	"{""bm25"": 0.07142857142857142, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.07142857142857142, ""mxbai"": 0.07142857142857142, ""qwen3"": 0.07142857142857142}"	"{""bm25"": ""MED-2951"", ""eos_compact_q4_fp16_o200"": ""MED-2951"", ""eos_dense"": ""MED-2951"", ""hybrid_minmax_blend_a050"": ""MED-2951"", ""mxbai"": ""MED-2951"", ""qwen3"": ""MED-2951""}"
nfcorpus	PLAIN-3412	49	True	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 11, ""eos_dense"": 11, ""hybrid_minmax_blend_a050"": 3, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.2670339497961342, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.18976016420150263, ""mxbai"": 0.3006252273755404, ""qwen3"": 0.21964686745336073}"	"{""bm25"": 0.16326530612244897, ""eos_compact_q4_fp16_o200"": 0.22448979591836735, ""eos_dense"": 0.22448979591836735, ""hybrid_minmax_blend_a050"": 0.20408163265306123, ""mxbai"": 0.24489795918367346, ""qwen3"": 0.20408163265306123}"	"{""bm25"": ""MED-4682"", ""eos_compact_q4_fp16_o200"": ""MED-995"", ""eos_dense"": ""MED-995"", ""hybrid_minmax_blend_a050"": ""MED-936"", ""mxbai"": ""MED-4682"", ""qwen3"": ""MED-4682""}"
nfcorpus	PLAIN-3422	31	False	False	False	True	"{""bm25"": 7, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 5, ""mxbai"": 6, ""qwen3"": 11}"	"{""bm25"": 0.03922942186031088, ""eos_compact_q4_fp16_o200"": 0.26123751356722813, ""eos_dense"": 0.26123751356722813, ""hybrid_minmax_blend_a050"": 0.18963239198372392, ""mxbai"": 0.04192140603820588, ""qwen3"": 0.0}"	"{""bm25"": 0.5483870967741935, ""eos_compact_q4_fp16_o200"": 0.7096774193548387, ""eos_dense"": 0.7096774193548387, ""hybrid_minmax_blend_a050"": 0.6129032258064516, ""mxbai"": 0.4838709677419355, ""qwen3"": 0.5161290322580645}"	"{""bm25"": ""MED-4373"", ""eos_compact_q4_fp16_o200"": ""MED-3990"", ""eos_dense"": ""MED-3990"", ""hybrid_minmax_blend_a050"": ""MED-4373"", ""mxbai"": ""MED-2762"", ""qwen3"": ""MED-2762""}"
nfcorpus	PLAIN-3432	42	True	True	False	False	"{""bm25"": 3, ""eos_compact_q4_fp16_o200"": 0, ""eos_dense"": 0, ""hybrid_minmax_blend_a050"": 4, ""mxbai"": 3, ""qwen3"": 3}"	"{""bm25"": 0.27819816961795096, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.17993148201117182, ""mxbai"": 0.18340980524840014, ""qwen3"": 0.20483424751859092}"	"{""bm25"": 0.23809523809523808, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.14285714285714285, ""mxbai"": 0.16666666666666666, ""qwen3"": 0.2619047619047619}"	"{""bm25"": ""MED-4336"", ""eos_compact_q4_fp16_o200"": ""MED-5038"", ""eos_dense"": ""MED-5038"", ""hybrid_minmax_blend_a050"": ""MED-5038"", ""mxbai"": ""MED-5287"", ""qwen3"": ""MED-5283""}"
nfcorpus	PLAIN-3442	29	True	False	False	True	"{""bm25"": 21, ""eos_compact_q4_fp16_o200"": 81, ""eos_dense"": 81, ""hybrid_minmax_blend_a050"": 82, ""mxbai"": 11, ""qwen3"": 2}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.0, ""qwen3"": 0.08879873949105598}"	"{""bm25"": 0.06896551724137931, ""eos_compact_q4_fp16_o200"": 0.034482758620689655, ""eos_dense"": 0.034482758620689655, ""hybrid_minmax_blend_a050"": 0.034482758620689655, ""mxbai"": 0.034482758620689655, ""qwen3"": 0.034482758620689655}"	"{""bm25"": ""MED-1743"", ""eos_compact_q4_fp16_o200"": ""MED-828"", ""eos_dense"": ""MED-828"", ""hybrid_minmax_blend_a050"": ""MED-828"", ""mxbai"": ""MED-2201"", ""qwen3"": ""MED-2201""}"
nfcorpus	PLAIN-3452	17	False	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 6, ""eos_dense"": 6, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.5647652605605432, ""eos_compact_q4_fp16_o200"": 0.21095011698332727, ""eos_dense"": 0.21095011698332727, ""hybrid_minmax_blend_a050"": 0.5103033873518862, ""mxbai"": 0.4048917996108986, ""qwen3"": 0.38656685141100755}"	"{""bm25"": 0.4117647058823529, ""eos_compact_q4_fp16_o200"": 0.47058823529411764, ""eos_dense"": 0.47058823529411764, ""hybrid_minmax_blend_a050"": 0.47058823529411764, ""mxbai"": 0.47058823529411764, ""qwen3"": 0.47058823529411764}"	"{""bm25"": ""MED-5175"", ""eos_compact_q4_fp16_o200"": ""MED-1049"", ""eos_dense"": ""MED-1049"", ""hybrid_minmax_blend_a050"": ""MED-5175"", ""mxbai"": ""MED-5175"", ""qwen3"": ""MED-5175""}"
nfcorpus	PLAIN-3462	64	False	True	False	False	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 2, ""eos_dense"": 2, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 2}"	"{""bm25"": 0.643121141594021, ""eos_compact_q4_fp16_o200"": 0.5669261660488107, ""eos_dense"": 0.5669261660488107, ""hybrid_minmax_blend_a050"": 0.6971011349275443, ""mxbai"": 0.7183424120903082, ""qwen3"": 0.6117559472330091}"	"{""bm25"": 0.5, ""eos_compact_q4_fp16_o200"": 0.203125, ""eos_dense"": 0.203125, ""hybrid_minmax_blend_a050"": 0.359375, ""mxbai"": 0.5625, ""qwen3"": 0.484375}"	"{""bm25"": ""MED-5271"", ""eos_compact_q4_fp16_o200"": ""MED-1390"", ""eos_dense"": ""MED-1390"", ""hybrid_minmax_blend_a050"": ""MED-5274"", ""mxbai"": ""MED-5274"", ""qwen3"": ""MED-1373""}"
nfcorpus	PLAIN-3472	17	True	False	False	False	"{""bm25"": 0, ""eos_compact_q4_fp16_o200"": 69, ""eos_dense"": 69, ""hybrid_minmax_blend_a050"": 0, ""mxbai"": 3, ""qwen3"": 11}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.0, ""eos_dense"": 0.0, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.17365547123739342, ""qwen3"": 0.0}"	"{""bm25"": 0.0, ""eos_compact_q4_fp16_o200"": 0.11764705882352941, ""eos_dense"": 0.11764705882352941, ""hybrid_minmax_blend_a050"": 0.0, ""mxbai"": 0.47058823529411764, ""qwen3"": 0.23529411764705882}"	"{""bm25"": ""MED-3760"", ""eos_compact_q4_fp16_o200"": ""MED-3653"", ""eos_dense"": ""MED-3653"", ""hybrid_minmax_blend_a050"": ""MED-3760"", ""mxbai"": ""MED-3636"", ""qwen3"": ""MED-3603""}"
fiqa	8	2	False	True	True	True	"{""bm25"": 1, ""eos_compact_q4_fp16_o200"": 1, ""eos_dense"": 1, ""hybrid_minmax_blend_a050"": 1, ""mxbai"": 1, ""qwen3"": 1}"	"{""bm25"": 0.6131471927654585, ""eos_compact_q4_fp16_o200"": 0.6131471927654585, ""eos_dense"": 0.6131471927654585, ""hybrid_minmax_blend_a050"": 0.6131471927654585, ""mxbai"": 0.6131471927654585, ""qwen3"": 0.6131471927654585}"	"{""bm25"": 0.5, ""eos_compact_q4_fp16_o200"": 0.5, ""eos_dense"": 0.5, ""hybrid_minmax_blend_a050"": 0.5, ""mxbai"": 1.0, ""qwen3"": 0.5}"	"{""bm25"": ""65404"", ""eos_compact_q4_fp16_o200"": ""65404"", ""eos_dense"": ""65404"", ""hybrid_minmax_blend_a050"": ""65404"", ""mxbai"": ""65404"", ""qwen3"": ""65404""}"
